genotube	SV1_pop1_H1	with_dupli	OUTCOME	DR_scar_regions	snp	1	0	0	1.0	1.0	1.0
genotube	SV1_pop1_H1	with_dupli	OUTCOME	DR_scar_regions	mnp	0	0	0	NA	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	DR_scar_regions	indel	0	0	0	NA	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	DR_scar_regions	other	0	0	0	NA	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	DR_scar_regions	unknown	0	0	0	NA	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	duplicated_region	snp	0	0	5	0.0	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	duplicated_region	mnp	0	0	0	NA	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	duplicated_region	indel	0	0	0	NA	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	duplicated_region	other	0	0	0	NA	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	duplicated_region	unknown	0	0	0	NA	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	insertion_flanking_regions	snp	2	0	0	1.0	1.0	1.0
genotube	SV1_pop1_H1	with_dupli	OUTCOME	insertion_flanking_regions	mnp	0	0	0	NA	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	insertion_flanking_regions	indel	0	0	0	NA	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	insertion_flanking_regions	other	0	0	0	NA	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	insertion_flanking_regions	unknown	0	0	0	NA	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	IS_flanking_regions	snp	4	0	0	1.0	1.0	1.0
genotube	SV1_pop1_H1	with_dupli	OUTCOME	IS_flanking_regions	mnp	0	0	0	NA	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	IS_flanking_regions	indel	0	0	0	NA	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	IS_flanking_regions	other	0	0	0	NA	NA	NA
genotube	SV1_pop1_H1	with_dupli	OUTCOME	IS_flanking_regions	unknown	0	0	0	NA	NA	NA
